PartnerID;PartnerFullName;Lastname;FirstName;BirthDate;Gender;PostalCode;City;Address;isCustomer;isSupplier;isShipper;Phone;Email
;Tánczos Lúciusz;Tánczos;Lúciusz;1985.07.14;;1143;Budapest;Kolozsvári utca 12;1;0;0;+36(70)462-25-50;tanczos.luciusz@gmail.com
;Lázi Vitálij;Lázi;Vitálij;1985.05.12;;2800;Tatabánya;Harica utca 9. fsz./1;1;0;0;+36(30)389-15-66;lazi.vitalij@yandex.com
;Maros Burak;Maros;Burak;1985.03.16;;1035;Budapest;Fő utca 18/a;1;0;0;+36(70)939-71-17;maros.burak@gmail.com
;Rédei Gujdó;Rédei;Gujdó;1985.03.13;;2767;Tápiógyörgye;Nagy Lajos kir.  útja 12/a;1;0;0;+36(20)884-18-15;redei.gujdo@outlook.com
;Goda Robertin;Goda;Robertin;1985.02.02;;6060;Tiszakécske;Vámos ilona utca 16;1;0;0;+36(30)350-41-67;goda.robertin@protonmail.com
;Mátrai Verner;Mátrai;Verner;1984.12.16;;2700;Cegléd;Thököly út 93 II.ép. 1/15;1;0;0;+36(20)578-27-33;matrai.verner@outlook.com
;Fricz Kozett;Fricz;Kozett;1984.11.24;;3918;Szegilong;Vásáros út 29/A;1;0;0;+36(30)575-45-90;fricz.kozett@gmail.com
;Ötvös Bolívia;Ötvös;Bolívia;1984.11.08;;2900;Komárom;Muskátli  utca 5. 2/5.;1;0;0;+36(70)714-75-36;otvos.bolivia@gmail.com
;Komjáti Móni;Komjáti;Móni;1984.10.06;;8000;Székesfehérvár;Liszt Ferenc Sétány  29 4/2;1;0;0;+36(70)226-56-89;komjati.moni@outlook.com
;Hidasi Alfonzin;Hidasi;Alfonzin;1984.08.25;;9241;Jánossomorja;Czirfusz Ferenc (Üveges sarok) utca 30;1;0;0;+36(30)855-70-17;hidasi.alfonzin@gmail.com
;Békési Armanda;Békési;Armanda;1984.07.27;;2461;Tárnok;Fő út 7;1;0;0;+36(20)305-26-73;bekesi.armanda@gmail.com
;Ecsedi Ernik;Ecsedi;Ernik;1984.07.09;;2315;Szigethalom;Galla  tanya 2;1;0;0;+36(70)455-30-92;ecsedi.ernik@gmx.com
;Babai Fernanda;Babai;Fernanda;1984.07.04;;2750;Nagykőrös;Bánomkert  Sor 16 2/6;1;0;0;+36(30)669-87-47;babai.fernanda@protonmail.com
;Tari Lagerta;Tari;Lagerta;1984.06.20;;3064;Szurdokpüspöki;Felszabadulás utca 35;1;0;0;+36(70)555-69-24;tari.lagerta@gmail.com
;Varsányi Zamfira;Varsányi;Zamfira;1984.05.28;;4164;Bakonszeg;hrsz. utca 1631/2;1;0;0;+36(20)839-16-97;varsanyi.zamfira@gmail.com
;Dinnyés Gerjén;Dinnyés;Gerjén;1984.03.26;;6769;Pusztaszer;Rókus utca 34/b;1;0;0;+36(30)509-56-26;dinnyes.gerjen@protonmail.com
;Mihályi Benvenútó;Mihályi;Benvenútó;1984.03.08;;2421;Nagyvenyim;Rohonci utca 42/C 4/13;1;0;0;+36(70)216-38-16;mihalyi.benvenuto@gmail.com
;Kolozsvári Irnik;Kolozsvári;Irnik;1984.02.20;;1192;Budapest;Hunyadi János utca 91;1;0;0;+36(30)266-49-22;kolozsvari.irnik@outlook.com
;Magyar Lígia;Magyar;Lígia;1983.11.18;;1157;Budapest;Fülep Lajos utca 14 1/5;1;0;0;+36(20)377-78-43;magyar.ligia@gmail.com
;Fehér Marinka;Fehér;Marinka;1983.11.02;;9970;Szentgotthárd;Rózsavölgyi Márk utca 9-11 2/1;1;0;0;+36(30)856-22-26;feher.marinka@aim.com
;Cserni Lídia;Cserni;Lídia;1983.10.27;;4300;Nyírbátor;Temető  utca 14;1;0;0;+36(20)236-60-60;cserni.lidia@gmail.com
;Árvai Szilveszter;Árvai;Szilveszter;1983.10.04;;3300;Eger;Tihanyi Árpád utca 2/2;1;0;0;+36(30)759-95-70;arvai.szilveszter@outlook.com
;Czirják Ofélia;Czirják;Ofélia;1983.10.02;;4031;Debrecen;Trombitás út 2. 2/8;1;0;0;+36(30)830-98-42;czirjak.ofelia@gmx.us
;Glonczi Kocsárd;Glonczi;Kocsárd;1983.09.27;;9400;Sopron;Vörösmarty  útca 6/a;1;0;0;+36(20)977-86-34;glonczi.kocsard@gmail.com
;Veisz Bodor;Veisz;Bodor;1983.06.11;;1165;Budapest;Fő út 58.;1;0;0;+36(20)394-78-49;veisz.bodor@yahoo.com
;Radnai Áron;Radnai;Áron;1983.03.17;;2097;Pilisborosjenő;Hétvezér utca 6/2;1;0;0;+36(30)706-64-23;radnai.aron@gmail.com
;Csaba Valencia;Csaba;Valencia;1983.01.09;;6500;Baja;Bánki Donát utca 12. 2./1.;1;0;0;+36(30)765-34-58;csaba.valencia@gmx.us
;Elek Flórián;Elek;Flórián;1983.01.01;;7623;Pécs;Berzsenyi Dániel utca 3;1;0;0;+36(70)836-48-77;elek.florian@freemail.hu
;Havasi Jordána;Havasi;Jordána;1982.12.21;;1108;Budapest;Sporttelep utca 9 2/6;1;0;0;+36(70)109-68-66;havasi.jordana@gmail.com
;Visnyei Berengár;Visnyei;Berengár;1982.12.12;;2000;Szentendre;Eötvös utca 2/a;1;0;0;+36(30)168-30-86;visnyei.berengar@gmail.com
;Vasvári Madocsa;Vasvári;Madocsa;1982.12.06;;2600;Vác;Fő  utca 35;1;0;0;+36(70)823-72-11;vasvari.madocsa@gmail.com
;Novák Kadocsa;Novák;Kadocsa;1982.10.26;;2700;Cegléd;Kölcsey F. ltp. 19 5/3;1;0;0;+36(20)134-82-37;novak.kadocsa@protonmail.com
;Fazekas Klélia;Fazekas;Klélia;1982.08.07;;7300;Komló;Rózsa Ferenc utca 15;1;0;0;+36(20)904-94-76;fazekas.klelia@outlook.com
;Elek Ilán;Elek;Ilán;1982.07.04;;1221;Budapest;Kölcsey  utca 80;1;0;0;+36(30)697-95-89;elek.ilan@gmail.com
;Hász Nanda;Hász;Nanda;1982.06.11;;9700;Szombathely;Tihanyi Árpád út 2 Szintézis Zrt ép.;1;0;0;+36(30)652-70-70;hasz.nanda@zoho.com
;Lévai Fatima;Lévai;Fatima;1982.05.17;;1101;Budapest;Üllői út 114-116.;1;0;0;+36(70)398-60-76;levai.fatima@freemail.hu
;Paulovics Anaszta;Paulovics;Anaszta;1982.04.17;;3300;Eger;Szentgyörgy  út 40 1/3;1;0;0;+36(20)748-57-32;paulovics.anaszta@gmail.com
;Király Ernesztina;Király;Ernesztina;1982.03.13;;2310;Szigetszentmiklós;Mátyás király  utca 13;1;0;0;+36(30)811-59-58;kiraly.ernesztina@gmail.com
;Szalkai Radiszló;Szalkai;Radiszló;1982.02.24;;6100;Kiskunfélegyháza;Barátság  út  1/b 4/9;1;0;0;+36(30)627-19-23;szalkai.radiszlo@gmail.com
;Fábián Ánizs;Fábián;Ánizs;1982.02.11;;5200;Törökszentmiklós;Abos utca 17. alagsor/2;1;0;0;+36(30)730-29-66;fabian.anizs@freemail.hu
;Biró Elke;Biró;Elke;1982.02.01;;6726;Szeged;Számadó utca 14;1;0;0;+36(30)243-92-79;biro.elke@gmail.com
;Radics Asztrida;Radics;Asztrida;1982.01.01;;3528;Miskolc;Eperjes út 16 9/27;1;0;0;+36(70)681-20-18;radics.asztrida@yahoo.com
;Szakáli Demény;Szakáli;Demény;1981.12.23;;1211;Budapest;Rákóczi uca 22;1;0;0;+36(70)367-62-37;szakali.demeny@freemail.hu
;Bezzeg Ozmin;Bezzeg;Ozmin;1981.11.15;;1117;Budapest;Szabolcs utca 3;1;0;0;+36(70)218-17-77;bezzeg.ozmin@yandex.com
;Busa Albina;Busa;Albina;1981.09.01;;5502;Gyomaendrőd;Honvéd  utca 33;1;0;0;+36(20)108-65-12;busa.albina@gmx.us
;Jankovics Sólyom;Jankovics;Sólyom;1981.08.20;;2484;Gárdony;Fegyvernek utca 4. fsz./2.;1;0;0;+36(20)187-74-26;jankovics.solyom@gmail.com
;Dudás Örsike;Dudás;Örsike;1981.07.28;;7757;Babart;Rákóczi utca 31 C lcs. fsz./1;1;0;0;+36(20)923-18-41;dudas.orsike@gmail.com
;Makra Indira;Makra;Indira;1981.06.18;;1015;Budapest;Gábor Áron út 5;1;0;0;+36(70)861-29-12;makra.indira@gmail.com
;Dezső Sáron;Dezső;Sáron;1981.04.23;;2840;Oroszlány;Mágasor tanya 4;1;0;0;+36(30)372-50-39;dezso.saron@yahoo.com
;Csák Konor;Csák;Konor;1981.04.14;;2225;Üllő;Gyorma utca 27;1;0;0;+36(70)758-20-14;csak.konor@gmail.com
;Cseke Szilvánusz;Cseke;Szilvánusz;1981.03.10;;9797;Nárai;Kordován tér 9. 4/24;1;0;0;+36(30)169-25-54;cseke.szilvanusz@gmail.com
;Hagymási Kusán;Hagymási;Kusán;1981.01.26;;5630;Békés;Fő Tér  38 fszt./10;1;0;0;+36(20)535-97-62;hagymasi.kusan@outlook.com
;Tatár Filippa;Tatár;Filippa;1981.01.11;;8400;Ajka;Nagymező út 30.;1;0;0;+36(30)365-49-83;tatar.filippa@gmail.com
;Borsi Dolorita;Borsi;Dolorita;1980.07.22;;5700;Gyula;Athén utca 29;1;0;0;+36(70)510-15-66;borsi.dolorita@freemail.hu
;Töreki Ünige;Töreki;Ünige;1980.06.07;;5741;Kétegyháza;Könyvkötő utca 41.;1;0;0;+36(30)118-20-62;toreki.unige@icloud.com
;Varjas Tánya;Varjas;Tánya;1980.05.09;;2769;Tápiószőlős;Várkör  út  20-22 1/3;1;0;0;+36(20)221-46-44;varjas.tanya@protonmail.com
;Komlósi Andi;Komlósi;Andi;1980.03.27;;2713;Csemő;Dózsa utca 44 B ép.;1;0;0;+36(20)318-95-66;komlosi.andi@icloud.com
;Vadászi Mirabell;Vadászi;Mirabell;1980.03.14;;4324;Kállósemjén;Attila utca 09/8;1;0;0;+36(30)635-13-35;vadaszi.mirabell@gmail.com
;Gábor Bozsidár;Gábor;Bozsidár;1980.02.27;;3295;Erk;Kossuth Lajos  utca  18;1;0;0;+36(20)431-35-97;gabor.bozsidar@freemail.hu
;Kakas Klétus;Kakas;Klétus;1980.01.25;;4400;Nyíregyháza;Fő  út 78;1;0;0;+36(20)853-21-60;kakas.kletus@aim.com
;Ördög Lia;Ördög;Lia;1979.09.24;;1047;Budapest;Déva út 8;1;0;0;+36(30)427-94-61;ordog.lia@protonmail.com
;Paksi Jácinta;Paksi;Jácinta;1979.07.04;;1156;Budapest;Lebstück M. utca 69 1/8;1;0;0;+36(20)933-50-18;paksi.jacinta@gmail.com
;Rózsahegyi Amara;Rózsahegyi;Amara;1979.04.15;;6448;Csávoly;Esztergár Lajos utca 2/5 3./7.;1;0;0;+36(20)972-74-18;rozsahegyi.amara@gmail.com
;Koncsek Kozma;Koncsek;Kozma;1979.03.11;;4220;Hajdúböszörmény;Köztelek utca 4/B;1;0;0;+36(70)205-10-61;koncsek.kozma@gmx.us
;Rácz Csinszka;Rácz;Csinszka;1979.03.02;;3070;Bátonyterenye;Nagyváthy János  utca 9;1;0;0;+36(20)523-81-61;racz.csinszka@citromail.hu
;Földi Valentin;Földi;Valentin;1979.02.05;;6000;Kecskemét;József Attila utca 71 4/27;1;0;0;+36(70)558-82-12;foldi.valentin@gmail.com
;Dósa Taciána;Dósa;Taciána;1979.02.03;;2191;Bag;Erdősor út 20 4/35;1;0;0;+36(30)580-60-94;dosa.taciana@gmail.com
;Monori Agmánd;Monori;Agmánd;1978.12.04;;5000;Szolnok;Károli Gáspár utca 61/4;1;0;0;+36(20)207-27-46;monori.agmand@gmail.com
;Sáfrány Mona;Sáfrány;Mona;1978.11.01;;1076;Budapest;Zöldfa  út 78;1;0;0;+36(70)425-91-36;safrany.mona@gmail.com
;Lendvai Jadviga;Lendvai;Jadviga;1978.09.03;;2532;Tokodaltáró;Szentmihályfalvi utca 13.;1;0;0;+36(30)224-29-71;lendvai.jadviga@gmail.com
;Biró Rajnáld;Biró;Rajnáld;1978.08.19;;2750;Nagykőrös;Villa Filip tér 2;1;0;0;+36(30)205-71-96;biro.rajnald@gmail.com
;Simon Árszen;Simon;Árszen;1978.08.13;;2767;Tápiógyörgye;Hármashatár  út 25/C;1;0;0;+36(70)577-22-49;simon.arszen@gmail.com
;Hoffer Molli;Hoffer;Molli;1978.08.11;;1041;Budapest;Szent Miklós  útja 10 A ép. 1/4;1;0;0;+36(30)661-30-30;hoffer.molli@gmail.com
;Surányi Iréne;Surányi;Iréne;1978.07.21;;2400;Dunaújváros;Teleki utca 3 fsz./1;1;0;0;+36(30)962-10-36;suranyi.irene@protonmail.com
;Tátrai Metta;Tátrai;Metta;1978.05.06;;7800;Siklós;Váci út 44;1;0;0;+36(20)149-14-50;tatrai.metta@gmail.com
;Dávid Tarek;Dávid;Tarek;1978.04.08;;6034;Helvécia;Álmos utca 6.;1;0;0;+36(20)220-38-61;david.tarek@protonmail.com
;Kertai Taksony;Kertai;Taksony;1978.03.28;;3528;Miskolc;Fényes udvar 9 fszt/1;1;0;0;+36(20)983-39-81;kertai.taksony@protonmail.com
;Komlósi Eduárda;Komlósi;Eduárda;1978.02.17;;3400;Mezőkövesd;Gőzhajó utca 14 fszt/20;1;0;0;+36(20)401-77-46;komlosi.eduarda@gmail.com
;Széplaki Ditmár;Széplaki;Ditmár;1977.10.24;;6300;Kalocsa;Simító  utca 18;1;0;0;+36(30)535-85-14;szeplaki.ditmar@gmail.com
;Hajzer Kénán;Hajzer;Kénán;1977.07.24;;8000;Székesfehérvár;Vasút utca 8/a.;1;0;0;+36(20)452-65-66;hajzer.kenan@gmx.com
;Móricz Ajra;Móricz;Ajra;1977.07.20;;6120;Kiskunmajsa;Sólyatér utca 4/A 8/D805;1;0;0;+36(30)638-35-45;moricz.ajra@icloud.com
;Sinka Csörsz;Sinka;Csörsz;1977.07.18;;2092;Budakeszi;Fábián Kapu kapu 1 2/1;1;0;0;+36(20)948-49-92;sinka.csorsz@zoho.com
;Maróti Erzsébet;Maróti;Erzsébet;1977.07.04;;3700;Kazincbarcika;Pázsit utca 12;1;0;0;+36(20)160-17-51;maroti.erzsebet@gmail.com
;Pál Aina;Pál;Aina;1977.06.12;;9027;Győr;Hőforrás utca 34;1;0;0;+36(20)380-27-67;pal.aina@citromail.hu
;Biczó Korália;Biczó;Korália;1977.05.21;;6900;Makó;Berzsenyi Dániel  utca 1;1;0;0;+36(30)690-15-80;biczo.koralia@freemail.hu
;Kazinczi Annabell;Kazinczi;Annabell;1977.05.20;;5123;Jászárokszállás;Kárász József utca 53.;1;0;0;+36(30)848-72-98;kazinczi.annabell@freemail.hu
;Jancsó Lulu;Jancsó;Lulu;1977.04.23;;3000;Hatvan;Péterhalmi út 8;1;0;0;+36(20)662-24-60;jancso.lulu@gmail.com
;Borsi Brútusz;Borsi;Brútusz;1977.03.13;;8315;Gyenesdiás;Rákóczi út 20 4/104;1;0;0;+36(30)779-74-84;borsi.brutusz@icloud.com
;Kövér Berta;Kövér;Berta;1977.03.01;;7099;Felsőnyék;Kodolányi János  utca 31 3/7;1;0;0;+36(70)866-39-43;kover.berta@outlook.com
;Pálóczi Nurbanu;Pálóczi;Nurbanu;1977.02.14;;2400;Dunaújváros;Vörösmarty  utca 3/A;1;0;0;+36(30)109-71-66;paloczi.nurbanu@zoho.com
;Munkácsi Szilvér;Munkácsi;Szilvér;1977.02.11;;4700;Mátészalka;Rákóczi Ferenc  út  59;1;0;0;+36(70)981-50-38;munkacsi.szilver@gmail.com
;Daróczi Norena;Daróczi;Norena;1977.01.17;;7020;Dunaföldvár;Házgyár út 12 Teherporta;1;0;0;+36(20)227-59-95;daroczi.norena@gmail.com
;Rafai Florica;Rafai;Florica;1977.01.15;;2117;Isaszeg;Rózsakvarc utca 14/2;1;0;0;+36(30)880-45-87;rafai.florica@outlook.com
;Izsák Szantínó;Izsák;Szantínó;1977.01.01;;6060;Tiszakécske;Kiss Ernő  utca 28 1/4;1;0;0;+36(20)182-81-97;izsak.szantino@yahoo.com
;Szakáll Ámina;Szakáll;Ámina;1976.12.28;;1164;Budapest;Rétköz utca 3/a;1;0;0;+36(70)458-64-44;szakall.amina@gmx.us
;Bor Damiána;Bor;Damiána;1976.10.24;;2750;Nagykőrös;Baross utca 127 2/11;1;0;0;+36(20)397-96-10;bor.damiana@citromail.hu
;Hajzer Timóteus;Hajzer;Timóteus;1976.09.09;;1117;Budapest;Dózsa György  utca 15 b;1;0;0;+36(70)497-35-50;hajzer.timoteus@citromail.hu
;Győri Tacitusz;Győri;Tacitusz;1976.07.09;;4400;Nyíregyháza;Mártírok  útja 3 A ép.;1;0;0;+36(30)979-90-54;gyori.tacitusz@gmx.us
;Sipos Vikram;Sipos;Vikram;1976.04.21;;9545;Jánosháza;Ár utca 2;1;0;0;+36(70)291-11-89;sipos.vikram@gmail.com
;Adorján Jászira;Adorján;Jászira;1976.03.20;;8948;Nova;Kő utca 9/2;1;0;0;+36(30)726-37-40;adorjan.jaszira@zoho.com
;Dezső Ivár;Dezső;Ivár;1976.02.13;;6500;Baja;Virág  utca  18;1;0;0;+36(70)259-31-83;dezso.ivar@protonmail.com
;Kókai Levendula;Kókai;Levendula;1976.01.07;;1142;Budapest;Vadrózsa utca 7/A;1;0;0;+36(30)824-36-64;kokai.levendula@gmail.com
;Bús Apaj;Bús;Apaj;1975.11.12;;2200;Monor;Rózsa Ferenc utca 11;1;0;0;+36(20)227-56-72;bus.apaj@gmail.com
;Csernák Rájen;Csernák;Rájen;1975.11.03;;3980;Sátoraljaújhely;Bartók Béla utca 6 3/3;1;0;0;+36(20)183-49-67;csernak.rajen@gmail.com
;Bujáki Elemér;Bujáki;Elemér;1975.10.26;;6723;Szeged;Borsodpuszta külterület 8.;1;0;0;+36(70)464-26-41;bujaki.elemer@yandex.com
;Meggyesi Leandró;Meggyesi;Leandró;1975.08.03;;6600;Szentes;Vasút utca 17;1;0;0;+36(20)714-63-94;meggyesi.leandro@protonmail.com
;Sümegi Nauszika;Sümegi;Nauszika;1975.07.14;;7000;Sárbogárd;Alsóteleki utca 46;1;0;0;+36(20)924-77-85;sumegi.nauszika@gmail.com
;Ádám Nóna;Ádám;Nóna;1975.07.10;;2760;Nagykáta;Erdélyi János utca 5 B ép. 1 lcs. 1/1;1;0;0;+36(70)139-13-55;adam.nona@gmail.com
;Petrovics Romárió;Petrovics;Romárió;1975.05.05;;4065;Újszentmargita;Pálya utca 18 D lcs. 4/51;1;0;0;+36(20)134-23-55;petrovics.romario@gmail.com
;Rácz Mirabel;Rácz;Mirabel;1975.05.01;;1224;Budapest;Szőlő sor 24;1;0;0;+36(70)425-35-91;racz.mirabel@protonmail.com
;Szász Rákis;Szász;Rákis;1975.03.14;;6500;Baja;Vörösmarty utca 14. 1/5/A;1;0;0;+36(20)841-83-18;szasz.rakis@yahoo.com
;Suha Szilver;Suha;Szilver;1975.01.10;;4440;Tiszavasvári;Tomori Pál út 4;1;0;0;+36(70)132-17-90;suha.szilver@outlook.com
;Lakos Raul;Lakos;Raul;1974.08.26;;4450;Tiszalök;Kiss János utca 4.;1;0;0;+36(20)288-52-67;lakos.raul@gmail.com
;Gyuricza Tiána;Gyuricza;Tiána;1974.08.24;;2170;Aszód;Határ  utca  13,;1;0;0;+36(70)422-37-85;gyuricza.tiana@freemail.hu
;Fehérvári Tivald;Fehérvári;Tivald;1974.04.13;;8000;Székesfehérvár;Iván utca 10 3/1;1;0;0;+36(30)525-21-33;fehervari.tivald@outlook.com
;Boldizsár Armilla;Boldizsár;Armilla;1974.03.14;;1201;Budapest;Fáy András utca 11 2/20;1;0;0;+36(20)123-31-97;boldizsar.armilla@aim.com
;Pozsár Briana;Pozsár;Briana;1974.02.16;;2049;Diósd;Váci Mihály  út 8;1;0;0;+36(30)349-62-43;pozsar.briana@protonmail.com
;Palotás Kisanna;Palotás;Kisanna;1974.02.05;;1108;Budapest;Gépállomás utca 60 IKR Agrár Kft ép.;1;0;0;+36(70)864-62-36;palotas.kisanna@gmail.com
;Krisztián Jordána;Krisztián;Jordána;1973.12.28;;6440;Jánoshalma;Fő út 134.;1;0;0;+36(20)139-64-86;krisztian.jordana@gmx.com
;Sági Gusztáv;Sági;Gusztáv;1973.12.17;;9228;Halászi;Szabó Kálmán  utca 11 4/15;1;0;0;+36(70)385-28-86;sagi.gusztav@aol.com
;Koch Florencia;Koch;Florencia;1973.12.15;;1093;Budapest;Fő utca 50/B;1;0;0;+36(70)541-85-20;koch.florencia@freemail.hu
;Besenyei Nana;Besenyei;Nana;1973.12.09;;3000;Hatvan;Dunadűlő  út 3/c. 4./26.;1;0;0;+36(30)518-82-94;besenyei.nana@gmx.us
;Vizi Ábel;Vizi;Ábel;1973.11.01;;2310;Szigetszentmiklós;szövőszék utca 14 8/33;1;0;0;+36(30)754-34-78;vizi.abel@aol.com
;Lakner Lagerta;Lakner;Lagerta;1973.09.17;;1045;Budapest;Faiskola  utca  6.;1;0;0;+36(70)231-62-47;lakner.lagerta@gmail.com
;Sárközi Levéd;Sárközi;Levéd;1973.09.09;;8676;Karád;Semmelweis Ignác utca 16. 1./6.;1;0;0;+36(30)350-37-25;sarkozi.leved@gmx.com
;Sütő Henni;Sütő;Henni;1973.07.18;;3078;Bátonyterenye;Mogyoródi út 136 B ép. 1/1;1;0;0;+36(20)888-23-50;suto.henni@outlook.com
;Frankó Eldon;Frankó;Eldon;1973.07.15;;8151;Szabadbattyán;Csonkás utca 1;1;0;0;+36(70)165-52-56;franko.eldon@yahoo.com
;Kővágó Zejna;Kővágó;Zejna;1973.05.18;;5123;Jászárokszállás;Heltai Jenő  utca 38;1;0;0;+36(70)967-13-61;kovago.zejna@gmail.com
;Kővágó Kevend;Kővágó;Kevend;1973.05.10;;7632;Pécs;Szálláska utca 52;1;0;0;+36(30)210-84-72;kovago.kevend@protonmail.com
;Zagyva Lilianna;Zagyva;Lilianna;1973.04.20;;6035;Ballószög;Nefelecs utca 17;1;0;0;+36(30)131-76-78;zagyva.lilianna@outlook.com
;Debreceni Katrin;Debreceni;Katrin;1973.02.20;;2890;Tata;Fő út 154;1;0;0;+36(30)519-85-32;debreceni.katrin@outlook.com
;Pála Dorel;Pála;Dorel;1972.12.05;;6800;Hódmezővásárhely;Bláthy Ottó  utca 6 3/11;1;0;0;+36(70)458-50-86;pala.dorel@aol.com
;Józsa Zénó;Józsa;Zénó;1972.11.06;;3521;Miskolc;Széchenyi István út 29.;1;0;0;+36(20)705-56-82;jozsa.zeno@gmail.com
;Törőcsik Bojtor;Törőcsik;Bojtor;1972.10.12;;1161;Budapest;Toldy Ferenc utca 33;1;0;0;+36(70)378-22-32;torocsik.bojtor@outlook.com
;Újfalusi Emiliána;Újfalusi;Emiliána;1972.09.19;;9494;Sopron;Bercsényi utca 8;1;0;0;+36(70)731-10-37;ujfalusi.emiliana@citromail.hu
;Both Lotár;Both;Lotár;1972.08.16;;2200;Monor;Rákóczi út 98-126 C lcs. fsz/7;1;0;0;+36(70)896-46-71;both.lotar@gmx.us
;Csorba Gauri;Csorba;Gauri;1972.08.11;;9200;Mosonmagyaróvár;III utca 85/a;1;0;0;+36(30)537-32-19;csorba.gauri@gmail.com
;Nagypál Leó;Nagypál;Leó;1972.08.01;;5200;Törökszentmiklós;Petőfi S.  utca 61;1;0;0;+36(30)565-34-17;nagypal.leo@protonmail.com
;Barta Algernon;Barta;Algernon;1972.07.25;;7951;Gerde;Pálos utca 1 7/30;1;0;0;+36(20)440-51-59;barta.algernon@icloud.com
;Bató Azarél;Bató;Azarél;1972.07.16;;2371;Dabas;Séllyei utca 7;1;0;0;+36(20)287-58-24;bato.azarel@freemail.hu
;Karaszi Tibor;Karaszi;Tibor;1972.04.18;;1171;Budapest;Fehér utca 36.;1;0;0;+36(20)815-57-35;karaszi.tibor@aim.com
;Böhm Szalviusz;Böhm;Szalviusz;1972.03.23;;4002;Debrecen;Annamajor utca 22;1;0;0;+36(70)180-51-44;bohm.szalviusz@aim.com
;Fülöp Bársonyka;Fülöp;Bársonyka;1972.03.21;;5000;Szolnok;Bartók Béla utca 106;1;0;0;+36(20)384-90-87;fulop.barsonyka@zoho.com
;Vági Milán;Vági;Milán;1972.03.20;;2233;Ecser;Árpád út 85/A 1/6;1;0;0;+36(30)374-20-32;vagi.milan@gmail.com
;István Jozefa;István;Jozefa;1972.03.19;;5474;Tiszasas;Szent István út 1/C Kcs:42 7/42;1;0;0;+36(70)259-86-28;istvan.jozefa@gmail.com
;Pintye Hümér;Pintye;Hümér;1972.01.18;;6758;Röszke;Könyes Kálmán utca 19;1;0;0;+36(70)151-64-44;pintye.humer@protonmail.com
;Kazinczi Jemima;Kazinczi;Jemima;1971.10.10;;9167;Bősárkány;Mártírok út 9 3/10;1;0;0;+36(30)781-78-41;kazinczi.jemima@gmx.com
;Apáti Alexandrin;Apáti;Alexandrin;1971.07.18;;6328;Dunapataj;Huszár ltp 32/e 1/4;1;0;0;+36(30)389-97-17;apati.alexandrin@gmail.com
;Illés Gerő;Illés;Gerő;1971.06.19;;2400;Dunaújváros;Alszegi út 44;1;0;0;+36(20)154-69-22;illes.gero@freemail.hu
;Földvári Toszka;Földvári;Toszka;1971.03.28;;4625;Záhony;Széchenyi István utca 33 1/7;1;0;0;+36(20)240-30-22;foldvari.toszka@gmail.com
;Fridrich Gujdó;Fridrich;Gujdó;1971.01.27;;8600;Siófok;Széchenyi krt 123;1;0;0;+36(20)439-10-32;fridrich.gujdo@yahoo.com
;Déri Janna;Déri;Janna;1970.09.27;;5430;Tiszaföldvár;Szent Márton utca 20 1/4;1;0;0;+36(70)263-85-94;deri.janna@icloud.com
;Valter Szivárvány;Valter;Szivárvány;1970.05.07;;4254;Nyíradony;Nádasdy Kálmán  utca 23 8/23;1;0;0;+36(20)581-54-60;valter.szivarvany@freemail.hu
;Magyari Lenke;Magyari;Lenke;1970.05.01;;1112;Budapest;Honfoglalás utca 54.;1;0;0;+36(70)500-60-35;magyari.lenke@zoho.com
;Reményi Róza;Reményi;Róza;1970.03.28;;3400;Mezőkövesd;Széchenyi utca 28.;1;0;0;+36(20)839-91-70;remenyi.roza@gmail.com
;Gazdag Nétusz;Gazdag;Nétusz;1970.03.19;;1036;Budapest;Fő  utca  67;1;0;0;+36(20)442-85-34;gazdag.netusz@gmail.com
;Bősze Röné;Bősze;Röné;1970.03.14;;3360;Heves;Szőlőskert út 14;1;0;0;+36(30)119-62-40;bosze.rone@gmx.com
;Palkovics Oktár;Palkovics;Oktár;1970.03.13;;1173;Budapest;Béla utca 2;1;0;0;+36(20)855-41-79;palkovics.oktar@aim.com
;Torma Arina;Torma;Arina;1970.01.18;;1139;Budapest;Beller Imre utca 102/2;1;0;0;+36(20)727-29-17;torma.arina@yandex.com
;Vastag Zobor;Vastag;Zobor;1969.12.27;;2840;Oroszlány;Csaba  utca 52 A lcs. 5/14;1;0;0;+36(30)688-59-38;vastag.zobor@icloud.com
;Diós Csete;Diós;Csete;1969.11.16;;6000;Kecskemét;Malomsok  Sétány 18/A fszt./2;1;0;0;+36(30)892-62-79;dios.csete@gmail.com
;Szirmai Kapolcs;Szirmai;Kapolcs;1969.10.08;;5000;Szolnok;Pázmány péter  körút 42 3/13;1;0;0;+36(20)753-35-62;szirmai.kapolcs@outlook.com
;Kocsis Mita;Kocsis;Mita;1969.09.27;;2375;Tatárszentgyörgy;Grassalkovich utca 25;1;0;0;+36(70)905-55-76;kocsis.mita@outlook.com
;Turcsán Bakács;Turcsán;Bakács;1969.09.21;;2253;Tápióság;Szabadság út 107.;1;0;0;+36(30)818-42-58;turcsan.bakacs@icloud.com
;Jankovics Kadosa;Jankovics;Kadosa;1969.09.13;;7400;Kaposvár;Alkotás  utca 64 ;1;0;0;+36(70)126-51-63;jankovics.kadosa@outlook.com
